,CPU_A,RAM_A,CPU_B,RAM_B,CPU_C,RAM_C
10204,0.36,0.6,0.82,0.7,0.19,0.8
10205,0.21,0.3,0.77,0.7,0.67,0.5
10206,0.73,0.6,0.8,0.4,0.82,0.7
10207,0.57,0.3,0.56,0.6,0.87,0.7
10208,0.51,0.8,0.19,0.5,0.74,0.8
10209,0.69,0.8,0.15,0.7,0.93,0.5
10210,0.58,0.3,0.25,0.5,0.58,0.7
10211,0.46,0.5,0.25,0.6,0.47,0.7
10212,0.72,0.6,0.27,0.8,0.37,0.5
10213,0.45,0.4,0.45,0.6,0.84,0.7
10214,0.36,0.3,0.63,0.8,0.14,0.4
10215,0.3,0.6,0.22,0.8,0.88,0.3
10216,0.3,0.6,0.64,0.4,0.84,0.6
10217,0.88,0.7,0.82,0.6,0.2,0.6
10218,0.71,0.7,0.46,0.6,0.74,0.7
10219,0.56,0.6,0.21,0.7,0.5,0.6
10220,0.17,0.4,0.49,0.5,0.2,0.3
10221,0.95,0.8,0.36,0.5,0.5,0.3
10222,0.3,0.3,0.22,0.6,0.54,0.6
10223,0.57,0.4,0.42,0.8,0.2,0.7
10224,0.54,0.4,0.88,0.6,0.38,0.6
10225,0.46,0.5,0.7,0.6,0.62,0.3
10226,0.28,0.5,0.45,0.5,0.82,0.6
10227,0.82,0.6,0.51,0.3,0.83,0.6
10228,0.43,0.4,0.35,0.3,0.82,0.4
10229,0.41,0.3,0.74,0.5,0.28,0.3
10230,0.96,0.5,0.42,0.7,0.91,0.6
10231,0.92,0.5,0.93,0.5,0.96,0.4
10232,0.2,0.4,0.66,0.5,0.47,0.8
10233,0.12,0.4,0.36,0.5,0.48,0.6
10234,0.83,0.5,0.8,0.5,0.76,0.4
10235,0.27,0.6,0.82,0.6,0.75,0.6
10236,0.34,0.7,0.27,0.4,0.65,0.5
10237,0.55,0.4,0.2,0.8,0.84,0.5
10238,0.75,0.4,0.45,0.4,0.35,0.5
10239,0.82,0.7,0.63,0.6,0.24,0.4
10240,0.4,0.3,0.17,0.7,0.25,0.4
10241,0.58,0.6,0.55,0.4,0.83,0.4
10242,0.2,0.3,0.32,0.8,0.23,0.6
10243,0.97,0.7,0.16,0.7,0.92,0.8
10244,0.88,0.5,0.88,0.7,0.67,0.8
10245,0.39,0.3,0.64,0.5,0.22,0.4
10246,0.18,0.3,0.41,0.6,0.76,0.3
10247,0.81,0.8,0.93,0.5,0.39,0.7
10248,0.2,0.4,0.24,0.4,0.12,0.4
10249,0.85,0.5,0.63,0.4,0.5,0.4
10250,0.82,0.7,0.2,0.4,0.92,0.6
10251,0.24,0.6,0.69,0.5,0.77,0.7
10252,0.51,0.4,0.21,0.7,0.68,0.4
10253,0.96,0.3,0.88,0.4,0.36,0.6
10254,0.21,0.7,0.38,0.7,0.27,0.4
10255,0.42,0.5,0.32,0.6,0.36,0.4
10256,0.74,0.6,0.24,0.4,0.53,0.3
10257,0.91,0.6,0.77,0.4,0.41,0.5
10258,0.33,0.4,0.41,0.5,0.89,0.5
10259,0.17,0.6,0.51,0.5,0.52,0.5
10260,0.59,0.7,0.49,0.7,0.36,0.8
10261,0.72,0.5,0.92,0.7,0.74,0.4
10262,0.26,0.4,0.12,0.3,0.8,0.3
10263,0.95,0.4,0.13,0.5,0.36,0.7
10264,0.39,0.7,0.47,0.4,0.51,0.4
10265,0.33,0.6,0.28,0.7,0.17,0.4
10266,0.15,0.5,0.26,0.6,0.8,0.6
10267,0.24,0.8,0.84,0.6,0.95,0.7
10268,0.61,0.8,0.85,0.8,0.93,0.6
10269,0.56,0.8,0.89,0.7,0.54,0.6
10270,0.84,0.7,0.94,0.6,0.56,0.6
10271,0.38,0.8,0.39,0.8,0.38,0.7
10272,0.95,0.7,0.16,0.4,0.19,0.4
10273,0.71,0.5,0.96,0.3,0.77,0.6
10274,0.17,0.4,0.76,0.7,0.92,0.6
10275,0.6,0.8,0.63,0.3,0.43,0.4
10276,0.42,0.8,0.54,0.7,0.8,0.7
10277,0.17,0.4,0.64,0.3,0.51,0.5
10278,0.57,0.7,0.42,0.6,0.25,0.7
10279,0.51,0.7,0.51,0.3,0.7,0.8
10280,0.71,0.6,0.95,0.6,0.41,0.4
10281,0.3,0.5,0.41,0.7,0.61,0.7
10282,0.96,0.7,0.59,0.4,0.39,0.7
10283,0.1,0.4,0.21,0.7,0.34,0.7
10284,0.47,0.4,0.16,0.4,0.71,0.6
10285,0.7,0.6,0.19,0.6,0.4,0.5
10286,0.63,0.4,0.17,0.5,0.56,0.3
10287,0.24,0.7,0.94,0.5,0.47,0.7
10288,0.49,0.5,0.66,0.5,0.78,0.4
10289,0.95,0.8,0.85,0.4,0.74,0.6
10290,0.59,0.6,0.18,0.4,0.16,0.5
10291,0.95,0.4,0.33,0.6,0.93,0.4
10292,0.1,0.3,0.97,0.4,0.4,0.5
10293,0.16,0.5,0.52,0.7,0.29,0.6
10294,0.13,0.3,0.14,0.3,0.3,0.3
10295,0.18,0.3,0.26,0.6,0.71,0.5
10296,0.32,0.7,0.67,0.6,0.59,0.4
10297,0.43,0.8,0.33,0.8,0.71,0.3
10298,0.19,0.3,0.68,0.3,0.48,0.5
10299,0.69,0.4,0.13,0.4,0.68,0.7
10300,0.54,0.3,0.44,0.4,0.69,0.7
10301,0.66,0.8,0.63,0.6,0.62,0.5
10302,0.2,0.6,0.53,0.6,0.66,0.3
10303,0.9,0.5,0.7,0.7,0.82,0.5
10304,0.17,0.7,0.59,0.3,0.49,0.7
10305,0.32,0.3,0.3,0.8,0.25,0.5
10306,0.41,0.5,0.59,0.4,0.45,0.7
10307,0.92,0.5,0.74,0.7,0.31,0.6
10308,0.67,0.3,0.55,0.7,0.58,0.5
10309,0.4,0.4,0.55,0.6,0.42,0.8
10310,0.73,0.7,0.78,0.6,0.96,0.7
10311,0.71,0.6,0.52,0.4,0.92,0.7
10312,0.62,0.7,0.83,0.4,0.89,0.7
10313,0.97,0.7,0.16,0.5,0.12,0.5
10314,0.44,0.6,0.49,0.4,0.11,0.7
10315,0.48,0.6,0.29,0.7,0.1,0.7
10316,0.41,0.6,0.69,0.5,0.92,0.7
10317,0.25,0.4,0.44,0.4,0.31,0.7
10318,0.5,0.4,0.1,0.7,0.66,0.3
10319,0.6,0.5,0.79,0.3,0.53,0.3
10320,0.2,0.6,0.13,0.7,0.53,0.4
10321,0.22,0.5,0.66,0.5,0.63,0.7
10322,0.17,0.8,0.33,0.4,0.95,0.6
10323,0.18,0.5,0.53,0.3,0.44,0.6
10324,0.87,0.8,0.42,0.5,0.5,0.7
10325,0.23,0.4,0.63,0.8,0.15,0.6
10326,0.19,0.6,0.84,0.5,0.61,0.5
10327,0.68,0.3,0.68,0.3,0.96,0.8
10328,0.15,0.6,0.72,0.4,0.85,0.8
10329,0.96,0.5,0.27,0.8,0.29,0.4
10330,0.11,0.7,0.79,0.5,0.75,0.8
10331,0.21,0.6,0.87,0.6,0.51,0.6
10332,0.51,0.6,0.89,0.7,0.17,0.4
10333,0.89,0.7,0.69,0.8,0.2,0.8
10334,0.8,0.6,0.9,0.7,0.52,0.5
10335,0.31,0.6,0.5,0.6,0.59,0.4
10336,0.84,0.6,0.83,0.6,0.76,0.3
10337,0.74,0.3,0.11,0.6,0.81,0.8
10338,0.36,0.4,0.62,0.6,0.13,0.7
10339,0.78,0.6,0.39,0.6,0.39,0.8
10340,0.49,0.4,0.84,0.5,0.22,0.6
10341,0.58,0.7,0.96,0.6,0.89,0.5
10342,0.7,0.5,0.26,0.8,0.32,0.5
10343,0.74,0.3,0.33,0.7,0.62,0.4
10344,0.84,0.6,0.85,0.6,0.33,0.3
10345,0.81,0.5,0.93,0.6,0.22,0.6
10346,0.58,0.7,0.39,0.7,0.34,0.6
10347,0.25,0.4,0.33,0.5,0.41,0.7
10348,0.32,0.3,0.19,0.3,0.27,0.6
10349,0.12,0.8,0.3,0.4,0.93,0.6
10350,0.13,0.6,0.6,0.5,0.13,0.7
10351,0.72,0.5,0.37,0.7,0.6,0.7
10352,0.93,0.8,0.35,0.4,0.58,0.4
10353,0.75,0.3,0.65,0.7,0.66,0.5
10354,0.37,0.3,0.22,0.5,0.71,0.5
10355,0.24,0.5,0.54,0.5,0.89,0.4
10356,0.51,0.6,0.33,0.8,0.38,0.4
10357,0.28,0.3,0.94,0.5,0.77,0.5
10358,0.35,0.8,0.65,0.4,0.7,0.8
10359,0.4,0.8,0.66,0.7,0.71,0.6
10360,0.84,0.4,0.43,0.5,0.1,0.3
10361,0.58,0.7,0.25,0.4,0.36,0.4
10362,0.41,0.6,0.59,0.7,0.29,0.6
10363,0.49,0.7,0.76,0.5,0.79,0.6
10364,0.95,0.6,0.44,0.6,0.14,0.4
10365,0.93,0.7,0.26,0.7,0.68,0.6
10366,0.16,0.4,0.41,0.8,0.11,0.4
10367,0.46,0.6,0.24,0.6,0.5,0.5
10368,0.33,0.6,0.41,0.6,0.97,0.5
10369,0.53,0.6,0.16,0.3,0.41,0.4
10370,0.77,0.7,0.21,0.5,0.68,0.6
10371,0.16,0.7,0.45,0.8,0.37,0.4
10372,0.1,0.5,0.53,0.4,0.45,0.7
10373,0.41,0.3,0.73,0.4,0.71,0.7
10374,0.96,0.8,0.89,0.5,0.79,0.4
10375,0.67,0.6,0.72,0.8,0.82,0.7
10376,0.19,0.8,0.26,0.7,0.52,0.7
10377,0.51,0.5,0.61,0.8,0.12,0.6
10378,0.33,0.3,0.51,0.3,0.2,0.5
10379,0.11,0.7,0.44,0.5,0.32,0.5
10380,0.42,0.4,0.67,0.3,0.64,0.6
10381,0.24,0.6,0.85,0.7,0.94,0.8
10382,0.41,0.8,0.27,0.8,0.3,0.5
10383,0.74,0.4,0.18,0.6,0.33,0.6
10384,0.47,0.6,0.5,0.6,0.27,0.7
10385,0.26,0.4,0.7,0.4,0.24,0.3
10386,0.86,0.7,0.96,0.6,0.75,0.4
10387,0.38,0.8,0.91,0.7,0.89,0.5
10388,0.54,0.7,0.13,0.6,0.77,0.7
10389,0.87,0.7,0.76,0.5,0.38,0.5
10390,0.36,0.4,0.45,0.5,0.22,0.6
10391,0.85,0.4,0.63,0.8,0.43,0.7
10392,0.51,0.4,0.23,0.4,0.13,0.7
10393,0.65,0.4,0.58,0.5,0.29,0.5
10394,0.26,0.5,0.39,0.4,0.1,0.8
10395,0.93,0.5,0.94,0.5,0.92,0.8
10396,0.72,0.7,0.62,0.3,0.22,0.6
10397,0.77,0.7,0.12,0.3,0.18,0.8
10398,0.11,0.6,0.34,0.4,0.68,0.4
10399,0.39,0.6,0.77,0.7,0.76,0.6
10400,0.76,0.7,0.2,0.7,0.9,0.4
10401,0.14,0.4,0.53,0.3,0.78,0.6
10402,0.33,0.7,0.29,0.5,0.81,0.6
10403,0.25,0.4,0.5,0.5,0.78,0.7
10404,0.85,0.3,0.62,0.4,0.22,0.4
10405,0.3,0.4,0.61,0.4,0.36,0.8
10406,0.66,0.5,0.71,0.5,0.34,0.4
10407,0.16,0.3,0.86,0.7,0.6,0.6
10408,0.8,0.5,0.77,0.5,0.77,0.8
10409,0.87,0.5,0.33,0.4,0.19,0.5
10410,0.68,0.5,0.8,0.8,0.18,0.4
10411,0.21,0.6,0.5,0.7,0.96,0.6
10412,0.71,0.4,0.67,0.4,0.53,0.4
10413,0.75,0.6,0.15,0.4,0.49,0.4
10414,0.74,0.7,0.39,0.7,0.64,0.5
10415,0.67,0.7,0.23,0.6,0.5,0.8
10416,0.22,0.6,0.41,0.5,0.65,0.4
10417,0.95,0.6,0.12,0.4,0.22,0.4
10418,0.57,0.4,0.64,0.8,0.35,0.6
10419,0.46,0.3,0.89,0.4,0.39,0.6
10420,0.88,0.6,0.34,0.7,0.32,0.3
10421,0.82,0.4,0.65,0.5,0.41,0.5
10422,0.88,0.5,0.66,0.4,0.93,0.5
10423,0.15,0.4,0.67,0.4,0.63,0.4
10424,0.69,0.7,0.96,0.5,0.32,0.4
10425,0.36,0.6,0.54,0.8,0.76,0.3
10426,0.39,0.5,0.78,0.4,0.22,0.8
10427,0.21,0.4,0.33,0.5,0.95,0.7
10428,0.62,0.4,0.28,0.4,0.77,0.7
10429,0.44,0.6,0.64,0.3,0.45,0.4
10430,0.33,0.3,0.68,0.4,0.76,0.6
10431,0.78,0.5,0.9,0.7,0.27,0.7
10432,0.69,0.7,0.36,0.6,0.19,0.5
10433,0.72,0.4,0.85,0.6,0.93,0.4
10434,0.71,0.4,0.79,0.4,0.21,0.7
10435,0.22,0.3,0.57,0.3,0.24,0.6
10436,0.41,0.4,0.23,0.6,0.79,0.7
10437,0.37,0.7,0.73,0.6,0.88,0.5
10438,0.62,0.5,0.14,0.7,0.27,0.7
10439,0.61,0.5,0.79,0.7,0.23,0.4
10440,0.53,0.3,0.45,0.4,0.4,0.4
10441,0.92,0.4,0.6,0.8,0.38,0.4
10442,0.56,0.5,0.76,0.5,0.93,0.4
10443,0.71,0.4,0.77,0.8,0.24,0.3
10444,0.76,0.7,0.15,0.4,0.74,0.7
10445,0.92,0.7,0.23,0.5,0.66,0.3
10446,0.56,0.3,0.44,0.5,0.78,0.6
10447,0.89,0.3,0.78,0.7,0.24,0.4
10448,0.88,0.4,0.96,0.3,0.2,0.7
10449,0.13,0.5,0.2,0.5,0.35,0.7
10450,0.26,0.5,0.75,0.6,0.4,0.6
10451,0.3,0.5,0.36,0.5,0.65,0.7
10452,0.25,0.5,0.78,0.5,0.76,0.5
10453,0.25,0.6,0.72,0.3,0.84,0.3
10454,0.29,0.6,0.96,0.3,0.81,0.6
10455,0.29,0.7,0.94,0.6,0.97,0.3
10456,0.68,0.3,0.27,0.5,0.25,0.7
10457,0.59,0.3,0.39,0.5,0.6,0.6
10458,0.63,0.5,0.78,0.3,0.44,0.4
10459,0.21,0.7,0.26,0.6,0.41,0.7
10460,0.12,0.7,0.74,0.8,0.28,0.4
10461,0.35,0.7,0.42,0.3,0.83,0.6
10462,0.95,0.6,0.36,0.7,0.19,0.6
10463,0.63,0.6,0.28,0.7,0.47,0.7
10464,0.3,0.3,0.68,0.4,0.15,0.4
10465,0.16,0.7,0.34,0.7,0.25,0.6
10466,0.35,0.3,0.97,0.6,0.6,0.5
10467,0.13,0.5,0.77,0.7,0.78,0.6
10468,0.39,0.4,0.53,0.3,0.53,0.4
10469,0.31,0.7,0.94,0.7,0.33,0.3
10470,0.46,0.8,0.7,0.7,0.8,0.7
10471,0.53,0.6,0.49,0.5,0.88,0.5
10472,0.21,0.5,0.49,0.8,0.43,0.7
10473,0.16,0.7,0.8,0.4,0.77,0.4
10474,0.93,0.7,0.2,0.6,0.33,0.7
10475,0.47,0.4,0.78,0.3,0.82,0.4
10476,0.25,0.5,0.2,0.7,0.56,0.5
10477,0.55,0.4,0.3,0.5,0.44,0.5
10478,0.77,0.3,0.87,0.7,0.93,0.6
10479,0.91,0.6,0.89,0.6,0.53,0.6
10480,0.83,0.8,0.41,0.6,0.17,0.5
10481,0.67,0.7,0.67,0.5,0.67,0.4
10482,0.94,0.4,0.12,0.5,0.67,0.3
10483,0.96,0.5,0.4,0.4,0.83,0.8
10484,0.97,0.7,0.78,0.5,0.48,0.6
10485,0.11,0.5,0.79,0.5,0.19,0.4
10486,0.73,0.3,0.97,0.3,0.31,0.4
10487,0.17,0.4,0.31,0.4,0.42,0.5
10488,0.17,0.6,0.75,0.5,0.46,0.5
10489,0.67,0.5,0.42,0.5,0.39,0.4
10490,0.59,0.4,0.13,0.4,0.31,0.7
10491,0.51,0.7,0.23,0.4,0.82,0.3
10492,0.77,0.6,0.66,0.8,0.24,0.4
10493,0.8,0.3,0.86,0.5,0.97,0.3
10494,0.73,0.8,0.87,0.6,0.23,0.4
10495,0.47,0.7,0.94,0.6,0.77,0.7
10496,0.22,0.8,0.93,0.7,0.21,0.6
10497,0.45,0.5,0.74,0.6,0.57,0.4
10498,0.6,0.6,0.32,0.5,0.45,0.3
10499,0.37,0.6,0.94,0.6,0.6,0.6
10500,0.82,0.3,0.83,0.3,0.31,0.4
10501,0.92,0.7,0.9,0.7,0.39,0.6
10502,0.16,0.4,0.52,0.5,0.24,0.5
10503,0.95,0.6,0.72,0.4,0.12,0.4
10504,0.95,0.5,0.4,0.6,0.47,0.4
10505,0.75,0.6,0.5,0.5,0.89,0.4
10506,0.6,0.4,0.32,0.7,0.82,0.5
10507,0.95,0.5,0.13,0.6,0.28,0.4
10508,0.66,0.4,0.6,0.4,0.41,0.8
10509,0.31,0.5,0.29,0.7,0.31,0.4
10510,0.55,0.8,0.13,0.7,0.26,0.4
10511,0.44,0.3,0.12,0.4,0.54,0.5
10512,0.26,0.4,0.35,0.4,0.35,0.8
10513,0.14,0.7,0.5,0.8,0.93,0.5
10514,0.21,0.3,0.67,0.7,0.9,0.3
10515,0.11,0.7,0.37,0.7,0.44,0.4
10516,0.33,0.6,0.86,0.6,0.24,0.7
10517,0.19,0.7,0.21,0.6,0.66,0.7
10518,0.28,0.4,0.16,0.6,0.69,0.3
10519,0.18,0.3,0.3,0.7,0.64,0.7
10520,0.23,0.3,0.42,0.5,0.38,0.7
10521,0.32,0.7,0.45,0.6,0.13,0.4
10522,0.27,0.7,0.29,0.4,0.14,0.3
10523,0.58,0.6,0.63,0.7,0.82,0.4
10524,0.83,0.4,0.41,0.6,0.73,0.4
10525,0.74,0.8,0.2,0.7,0.62,0.7
10526,0.83,0.8,0.12,0.5,0.68,0.4
10527,0.22,0.6,0.39,0.4,0.25,0.3
10528,0.18,0.5,0.92,0.5,0.44,0.6
10529,0.74,0.6,0.39,0.7,0.84,0.5
10530,0.96,0.7,0.92,0.7,0.93,0.6
10531,0.11,0.4,0.45,0.3,0.53,0.8
10532,0.95,0.3,0.34,0.3,0.87,0.6
10533,0.96,0.6,0.78,0.5,0.92,0.6
10534,0.64,0.4,0.3,0.4,0.95,0.7
10535,0.12,0.5,0.39,0.6,0.85,0.5
10536,0.62,0.7,0.53,0.6,0.72,0.5
10537,0.29,0.5,0.3,0.7,0.11,0.8
10538,0.67,0.6,0.94,0.6,0.72,0.5
10539,0.4,0.3,0.26,0.4,0.36,0.5
10540,0.66,0.7,0.75,0.4,0.28,0.8
10541,0.31,0.7,0.24,0.4,0.72,0.4
10542,0.19,0.4,0.92,0.8,0.84,0.4
10543,0.31,0.6,0.82,0.4,0.4,0.7
10544,0.4,0.3,0.34,0.7,0.25,0.6
10545,0.92,0.4,0.33,0.3,0.74,0.6
10546,0.41,0.7,0.52,0.4,0.68,0.5
10547,0.9,0.6,0.82,0.7,0.49,0.7
10548,0.53,0.4,0.54,0.4,0.54,0.6
10549,0.24,0.4,0.63,0.4,0.97,0.4
10550,0.44,0.8,0.13,0.5,0.39,0.4
10551,0.77,0.6,0.58,0.6,0.1,0.6
10552,0.69,0.7,0.6,0.3,0.19,0.6
10553,0.2,0.6,0.66,0.7,0.23,0.8
10554,0.82,0.5,0.26,0.6,0.66,0.7
10555,0.3,0.6,0.51,0.7,0.27,0.6
10556,0.67,0.5,0.54,0.8,0.32,0.5
10557,0.32,0.5,0.2,0.6,0.82,0.5
10558,0.39,0.6,0.2,0.8,0.75,0.4
10559,0.22,0.7,0.53,0.4,0.77,0.7
10560,0.48,0.8,0.43,0.7,0.91,0.5
10561,0.75,0.4,0.35,0.4,0.85,0.5
10562,0.33,0.6,0.59,0.7,0.58,0.4
10563,0.85,0.5,0.28,0.5,0.38,0.8
10564,0.95,0.6,0.87,0.6,0.95,0.8
10565,0.27,0.5,0.5,0.6,0.33,0.4
10566,0.44,0.5,0.73,0.6,0.42,0.7
10567,0.88,0.4,0.36,0.8,0.89,0.6
10568,0.26,0.4,0.63,0.7,0.22,0.5
10569,0.63,0.5,0.59,0.6,0.71,0.7
10570,0.48,0.7,0.44,0.5,0.5,0.3
10571,0.93,0.7,0.77,0.5,0.75,0.8
10572,0.57,0.7,0.12,0.4,0.72,0.5
10573,0.88,0.6,0.66,0.4,0.52,0.7
10574,0.36,0.7,0.92,0.8,0.77,0.8
10575,0.11,0.7,0.36,0.8,0.47,0.5
10576,0.5,0.6,0.94,0.8,0.15,0.3
10577,0.29,0.5,0.81,0.7,0.46,0.4
10578,0.12,0.8,0.62,0.7,0.64,0.5
10579,0.6,0.5,0.78,0.6,0.8,0.3
10580,0.42,0.4,0.76,0.7,0.8,0.7
10581,0.42,0.7,0.25,0.7,0.37,0.3
10582,0.41,0.4,0.19,0.7,0.59,0.6
10583,0.73,0.6,0.22,0.6,0.73,0.6
10584,0.19,0.3,0.83,0.8,0.15,0.7
10585,0.77,0.7,0.95,0.8,0.67,0.7
10586,0.28,0.4,0.33,0.7,0.68,0.7
10587,0.24,0.6,0.27,0.6,0.84,0.6
10588,0.62,0.4,0.73,0.4,0.94,0.5
10589,0.44,0.6,0.47,0.7,0.37,0.5
10590,0.81,0.6,0.69,0.6,0.75,0.6
10591,0.75,0.4,0.7,0.6,0.43,0.4
10592,0.34,0.5,0.31,0.5,0.75,0.5
10593,0.91,0.4,0.49,0.5,0.8,0.8
10594,0.75,0.6,0.77,0.7,0.23,0.4
10595,0.8,0.6,0.55,0.5,0.33,0.7
10596,0.3,0.5,0.45,0.5,0.12,0.8
10597,0.89,0.6,0.63,0.4,0.11,0.4
10598,0.93,0.7,0.37,0.5,0.71,0.7
10599,0.75,0.4,0.7,0.6,0.36,0.7
10600,0.81,0.4,0.34,0.7,0.59,0.5
10601,0.4,0.6,0.67,0.5,0.28,0.4
10602,0.44,0.3,0.22,0.5,0.28,0.5
10603,0.89,0.5,0.59,0.3,0.58,0.7
10604,0.2,0.4,0.75,0.7,0.33,0.4
10605,0.33,0.6,0.69,0.4,0.62,0.7
10606,0.25,0.6,0.43,0.5,0.13,0.5
10607,0.13,0.8,0.31,0.4,0.59,0.6
10608,0.61,0.5,0.32,0.7,0.31,0.7
10609,0.79,0.6,0.16,0.6,0.14,0.6
10610,0.57,0.8,0.43,0.6,0.42,0.7
10611,0.63,0.3,0.96,0.6,0.11,0.4
10612,0.51,0.5,0.31,0.7,0.16,0.7
10613,0.25,0.6,0.26,0.7,0.93,0.7
10614,0.54,0.5,0.21,0.6,0.54,0.4
10615,0.34,0.6,0.48,0.6,0.58,0.4
10616,0.79,0.5,0.37,0.3,0.2,0.8
10617,0.63,0.8,0.76,0.4,0.37,0.7
10618,0.83,0.6,0.76,0.5,0.58,0.4
10619,0.36,0.6,0.22,0.4,0.2,0.3
10620,0.15,0.8,0.67,0.7,0.66,0.4
10621,0.55,0.3,0.3,0.7,0.48,0.3
10622,0.68,0.7,0.48,0.6,0.56,0.5
10623,0.48,0.7,0.95,0.6,0.25,0.7
10624,0.48,0.6,0.22,0.6,0.78,0.7
10625,0.42,0.5,0.78,0.6,0.45,0.6
10626,0.19,0.7,0.24,0.4,0.54,0.5
10627,0.73,0.8,0.96,0.3,0.97,0.3
10628,0.62,0.7,0.78,0.4,0.38,0.7
10629,0.81,0.7,0.83,0.4,0.64,0.5
10630,0.5,0.6,0.52,0.4,0.56,0.7
10631,0.45,0.7,0.81,0.5,0.58,0.3
10632,0.16,0.5,0.68,0.5,0.76,0.8
10633,0.9,0.5,0.21,0.8,0.67,0.5
10634,0.18,0.6,0.74,0.6,0.7,0.4
10635,0.76,0.4,0.31,0.7,0.78,0.4
10636,0.44,0.5,0.38,0.8,0.27,0.5
10637,0.67,0.8,0.36,0.6,0.57,0.6
10638,0.37,0.3,0.96,0.6,0.11,0.5
10639,0.57,0.5,0.43,0.8,0.41,0.6
10640,0.31,0.6,0.72,0.3,0.68,0.7
10641,0.64,0.8,0.83,0.8,0.91,0.6
10642,0.53,0.6,0.92,0.4,0.93,0.4
10643,0.58,0.6,0.93,0.7,0.75,0.7
10644,0.37,0.7,0.77,0.4,0.23,0.8
10645,0.93,0.5,0.79,0.6,0.79,0.3
10646,0.66,0.6,0.68,0.4,0.4,0.5
10647,0.13,0.4,0.71,0.7,0.3,0.6
10648,0.74,0.5,0.57,0.7,0.24,0.5
10649,0.77,0.4,0.19,0.5,0.89,0.4
10650,0.64,0.3,0.82,0.4,0.34,0.3
10651,0.88,0.4,0.97,0.6,0.65,0.4
10652,0.13,0.6,0.75,0.6,0.69,0.6
10653,0.48,0.8,0.78,0.6,0.46,0.7
10654,0.26,0.7,0.8,0.3,0.9,0.7
10655,0.85,0.7,0.34,0.4,0.45,0.4
10656,0.11,0.6,0.24,0.8,0.97,0.4
10657,0.71,0.8,0.97,0.7,0.52,0.6
10658,0.12,0.6,0.35,0.7,0.86,0.5
10659,0.67,0.7,0.52,0.4,0.13,0.4
10660,0.7,0.7,0.45,0.3,0.72,0.8
10661,0.85,0.4,0.6,0.3,0.86,0.5
10662,0.81,0.5,0.68,0.7,0.85,0.4
10663,0.13,0.8,0.78,0.3,0.4,0.7
10664,0.88,0.5,0.22,0.8,0.5,0.6
10665,0.12,0.7,0.63,0.4,0.46,0.4
10666,0.95,0.6,0.95,0.8,0.8,0.7
10667,0.65,0.7,0.56,0.4,0.94,0.4
10668,0.79,0.4,0.45,0.3,0.69,0.6
10669,0.41,0.7,0.28,0.5,0.76,0.7
10670,0.29,0.4,0.28,0.3,0.29,0.3
10671,0.97,0.5,0.78,0.3,0.55,0.5
10672,0.93,0.7,0.49,0.8,0.27,0.5
10673,0.39,0.6,0.2,0.4,0.52,0.5
10674,0.54,0.6,0.6,0.7,0.5,0.5
10675,0.94,0.5,0.52,0.6,0.95,0.7
10676,0.3,0.5,0.95,0.6,0.66,0.5
10677,0.61,0.6,0.97,0.3,0.47,0.6
10678,0.3,0.6,0.35,0.4,0.15,0.5
10679,0.15,0.7,0.24,0.8,0.91,0.7
10680,0.27,0.3,0.48,0.6,0.18,0.7
10681,0.62,0.7,0.75,0.7,0.69,0.5
10682,0.41,0.5,0.41,0.4,0.57,0.4
10683,0.75,0.4,0.54,0.3,0.68,0.7
10684,0.13,0.7,0.46,0.6,0.37,0.4
10685,0.67,0.6,0.59,0.6,0.77,0.4
10686,0.81,0.6,0.6,0.5,0.56,0.4
10687,0.16,0.6,0.1,0.7,0.91,0.6
10688,0.14,0.6,0.85,0.4,0.88,0.5
10689,0.52,0.7,0.48,0.4,0.35,0.4
10690,0.79,0.4,0.75,0.5,0.78,0.7
10691,0.75,0.5,0.63,0.4,0.23,0.8
10692,0.58,0.8,0.32,0.7,0.69,0.5
10693,0.83,0.7,0.29,0.7,0.38,0.7
10694,0.63,0.5,0.15,0.8,0.62,0.3
10695,0.3,0.4,0.32,0.8,0.33,0.4
10696,0.28,0.4,0.26,0.7,0.68,0.6
10697,0.55,0.4,0.18,0.6,0.25,0.4
10698,0.65,0.6,0.91,0.3,0.88,0.4
10699,0.51,0.3,0.8,0.4,0.42,0.7
10700,0.89,0.4,0.34,0.7,0.21,0.7
10701,0.67,0.6,0.17,0.8,0.42,0.7
10702,0.17,0.6,0.8,0.5,0.89,0.6
10703,0.76,0.4,0.19,0.8,0.71,0.6
10704,0.49,0.4,0.78,0.7,0.49,0.8
10705,0.56,0.5,0.57,0.4,0.92,0.7
10706,0.88,0.6,0.58,0.5,0.48,0.6
10707,0.22,0.6,0.79,0.6,0.77,0.7
10708,0.43,0.8,0.19,0.5,0.39,0.6
10709,0.59,0.7,0.94,0.7,0.94,0.4
10710,0.92,0.5,0.19,0.7,0.71,0.3
10711,0.53,0.5,0.59,0.5,0.74,0.3
10712,0.29,0.4,0.71,0.3,0.94,0.5
10713,0.47,0.8,0.15,0.7,0.36,0.4
10714,0.75,0.3,0.2,0.7,0.31,0.5
10715,0.58,0.4,0.23,0.7,0.62,0.5
10716,0.13,0.7,0.65,0.5,0.2,0.5
10717,0.82,0.7,0.93,0.7,0.42,0.8
10718,0.51,0.5,0.74,0.4,0.62,0.5
10719,0.59,0.5,0.57,0.5,0.22,0.3
10720,0.45,0.3,0.96,0.7,0.32,0.4
